exception_id,exception_type,severity,owner,region,area_manager,age_days,status,recommended_action,campaign_id,store_id,sku,allocation_id,confirmation_id,message,created_date,sla_status,priority_score
EXC-1294,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-069,BTS-003,,,Low sell-through for SKU BTS-003 at store S-069: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1295,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-069,BTS-004,,,Low sell-through for SKU BTS-004 at store S-069: sell-through=4.3% vs target 67%.,2026-08-28,within,315
EXC-1296,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-069,BTS-005,,,Low sell-through for SKU BTS-005 at store S-069: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1298,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-069,BTS-007,,,Low sell-through for SKU BTS-007 at store S-069: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1299,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-069,BTS-008,,,Low sell-through for SKU BTS-008 at store S-069: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1300,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-069,BTS-009,,,Low sell-through for SKU BTS-009 at store S-069: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1301,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-069,BTS-010,,,Low sell-through for SKU BTS-010 at store S-069: sell-through=23.5% vs target 67%.,2026-08-28,within,315
EXC-1302,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-037,BTS-002,,,Low sell-through for SKU BTS-002 at store S-037: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1303,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-037,BTS-003,,,Low sell-through for SKU BTS-003 at store S-037: sell-through=14.8% vs target 67%.,2026-08-28,within,315
EXC-1304,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-037,BTS-004,,,Low sell-through for SKU BTS-004 at store S-037: sell-through=23.3% vs target 67%.,2026-08-28,within,315
EXC-1305,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-037,BTS-005,,,Low sell-through for SKU BTS-005 at store S-037: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1306,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-037,BTS-006,,,Low sell-through for SKU BTS-006 at store S-037: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1308,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-037,BTS-008,,,Low sell-through for SKU BTS-008 at store S-037: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1310,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-037,BTS-010,,,Low sell-through for SKU BTS-010 at store S-037: sell-through=33.3% vs target 67%.,2026-08-28,within,315
EXC-1311,low_sell_through,critical,Merchant + Planner,West,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-055,BTS-006,,,Low sell-through for SKU BTS-006 at store S-055: sell-through=32.7% vs target 67%.,2026-08-28,within,315
EXC-1312,low_sell_through,critical,Merchant + Planner,West,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-055,BTS-007,,,Low sell-through for SKU BTS-007 at store S-055: sell-through=14.3% vs target 67%.,2026-08-28,within,315
EXC-1313,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-002,BTS-002,,,Low sell-through for SKU BTS-002 at store S-002: sell-through=32.6% vs target 67%.,2026-08-28,within,315
EXC-1319,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-014,BTS-007,,,Low sell-through for SKU BTS-007 at store S-014: sell-through=30.0% vs target 67%.,2026-08-28,within,315
EXC-1324,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-049,BTS-002,,,Low sell-through for SKU BTS-002 at store S-049: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1325,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-049,BTS-003,,,Low sell-through for SKU BTS-003 at store S-049: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1327,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-049,BTS-005,,,Low sell-through for SKU BTS-005 at store S-049: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1328,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-049,BTS-007,,,Low sell-through for SKU BTS-007 at store S-049: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1329,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-049,BTS-008,,,Low sell-through for SKU BTS-008 at store S-049: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1330,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-049,BTS-009,,,Low sell-through for SKU BTS-009 at store S-049: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1331,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-049,BTS-010,,,Low sell-through for SKU BTS-010 at store S-049: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1332,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-002,,,Low sell-through for SKU BTS-002 at store S-010: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1333,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-003,,,Low sell-through for SKU BTS-003 at store S-010: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1334,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-004,,,Low sell-through for SKU BTS-004 at store S-010: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1336,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-006,,,Low sell-through for SKU BTS-006 at store S-010: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1337,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-007,,,Low sell-through for SKU BTS-007 at store S-010: sell-through=2.5% vs target 67%.,2026-08-28,within,315
EXC-1338,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-008,,,Low sell-through for SKU BTS-008 at store S-010: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1339,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-009,,,Low sell-through for SKU BTS-009 at store S-010: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1340,low_sell_through,critical,Merchant + Planner,North,Jennifer Kim,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-010,BTS-010,,,Low sell-through for SKU BTS-010 at store S-010: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1343,low_sell_through,critical,Merchant + Planner,West,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-043,BTS-003,,,Low sell-through for SKU BTS-003 at store S-043: sell-through=30.8% vs target 67%.,2026-08-28,within,315
EXC-1347,low_sell_through,critical,Merchant + Planner,West,Sarah Chen,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-013,BTS-002,,,Low sell-through for SKU BTS-002 at store S-013: sell-through=5.0% vs target 67%.,2026-08-28,within,315
EXC-1353,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-003,,,Low sell-through for SKU BTS-003 at store S-064: sell-through=8.0% vs target 67%.,2026-08-28,within,315
EXC-1354,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-004,,,Low sell-through for SKU BTS-004 at store S-064: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1355,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-005,,,Low sell-through for SKU BTS-005 at store S-064: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1356,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-006,,,Low sell-through for SKU BTS-006 at store S-064: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1357,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-007,,,Low sell-through for SKU BTS-007 at store S-064: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1358,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-008,,,Low sell-through for SKU BTS-008 at store S-064: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1359,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-009,,,Low sell-through for SKU BTS-009 at store S-064: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1360,low_sell_through,critical,Merchant + Planner,East,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-064,BTS-010,,,Low sell-through for SKU BTS-010 at store S-064: sell-through=0.0% vs target 67%.,2026-08-28,within,315
EXC-1363,low_sell_through,critical,Merchant + Planner,South,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-051,BTS-007,,,Low sell-through for SKU BTS-007 at store S-051: sell-through=28.8% vs target 67%.,2026-08-28,within,315
EXC-1364,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-011,BTS-003,,,Low sell-through for SKU BTS-003 at store S-011: sell-through=24.1% vs target 67%.,2026-08-28,within,315
EXC-1366,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-011,BTS-006,,,Low sell-through for SKU BTS-006 at store S-011: sell-through=25.6% vs target 67%.,2026-08-28,within,315
EXC-1369,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-011,BTS-009,,,Low sell-through for SKU BTS-009 at store S-011: sell-through=24.5% vs target 67%.,2026-08-28,within,315
EXC-1370,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-BTS,S-011,BTS-010,,,Low sell-through for SKU BTS-010 at store S-011: sell-through=31.0% vs target 67%.,2026-08-28,within,315
EXC-1386,low_sell_through,critical,Merchant + Planner,South,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-075,FCL-005,,,Low sell-through for SKU FCL-005 at store S-075: sell-through=25.0% vs target 66%.,2026-09-28,within,315
EXC-1387,low_sell_through,critical,Merchant + Planner,South,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-075,FCL-007,,,Low sell-through for SKU FCL-007 at store S-075: sell-through=26.4% vs target 66%.,2026-09-28,within,315
EXC-1388,low_sell_through,critical,Merchant + Planner,West,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-068,FCL-002,,,Low sell-through for SKU FCL-002 at store S-068: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1390,low_sell_through,critical,Merchant + Planner,West,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-068,FCL-004,,,Low sell-through for SKU FCL-004 at store S-068: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1391,low_sell_through,critical,Merchant + Planner,West,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-068,FCL-005,,,Low sell-through for SKU FCL-005 at store S-068: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1392,low_sell_through,critical,Merchant + Planner,West,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-068,FCL-006,,,Low sell-through for SKU FCL-006 at store S-068: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1393,low_sell_through,critical,Merchant + Planner,West,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-068,FCL-007,,,Low sell-through for SKU FCL-007 at store S-068: sell-through=31.5% vs target 66%.,2026-09-28,within,315
EXC-1394,low_sell_through,critical,Merchant + Planner,West,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-068,FCL-008,,,Low sell-through for SKU FCL-008 at store S-068: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1395,low_sell_through,critical,Merchant + Planner,West,Lisa Wong,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-068,FCL-009,,,Low sell-through for SKU FCL-009 at store S-068: sell-through=24.4% vs target 66%.,2026-09-28,within,315
EXC-1396,low_sell_through,critical,Merchant + Planner,South,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-029,FCL-002,,,Low sell-through for SKU FCL-002 at store S-029: sell-through=25.5% vs target 66%.,2026-09-28,within,315
EXC-1398,low_sell_through,critical,Merchant + Planner,South,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-029,FCL-006,,,Low sell-through for SKU FCL-006 at store S-029: sell-through=30.8% vs target 66%.,2026-09-28,within,315
EXC-1402,low_sell_through,critical,Merchant + Planner,West,David Park,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-036,FCL-004,,,Low sell-through for SKU FCL-004 at store S-036: sell-through=31.5% vs target 66%.,2026-09-28,within,315
EXC-1404,low_sell_through,critical,Merchant + Planner,West,David Park,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-036,FCL-009,,,Low sell-through for SKU FCL-009 at store S-036: sell-through=20.4% vs target 66%.,2026-09-28,within,315
EXC-1405,low_sell_through,critical,Merchant + Planner,South,David Park,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-026,FCL-003,,,Low sell-through for SKU FCL-003 at store S-026: sell-through=31.7% vs target 66%.,2026-09-28,within,315
EXC-1408,low_sell_through,critical,Merchant + Planner,South,David Park,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-026,FCL-009,,,Low sell-through for SKU FCL-009 at store S-026: sell-through=28.2% vs target 66%.,2026-09-28,within,315
EXC-1410,low_sell_through,critical,Merchant + Planner,East,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-003,FCL-003,,,Low sell-through for SKU FCL-003 at store S-003: sell-through=19.6% vs target 66%.,2026-09-28,within,315
EXC-1412,low_sell_through,critical,Merchant + Planner,East,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-003,FCL-008,,,Low sell-through for SKU FCL-008 at store S-003: sell-through=27.4% vs target 66%.,2026-09-28,within,315
EXC-1415,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-011,FCL-002,,,Low sell-through for SKU FCL-002 at store S-011: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1417,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-011,FCL-004,,,Low sell-through for SKU FCL-004 at store S-011: sell-through=29.1% vs target 66%.,2026-09-28,within,315
EXC-1418,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-011,FCL-005,,,Low sell-through for SKU FCL-005 at store S-011: sell-through=5.4% vs target 66%.,2026-09-28,within,315
EXC-1419,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-011,FCL-006,,,Low sell-through for SKU FCL-006 at store S-011: sell-through=16.7% vs target 66%.,2026-09-28,within,315
EXC-1420,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-011,FCL-007,,,Low sell-through for SKU FCL-007 at store S-011: sell-through=24.0% vs target 66%.,2026-09-28,within,315
EXC-1421,low_sell_through,critical,Merchant + Planner,North,James Okoro,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-011,FCL-008,,,Low sell-through for SKU FCL-008 at store S-011: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1424,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-069,FCL-002,,,Low sell-through for SKU FCL-002 at store S-069: sell-through=32.7% vs target 66%.,2026-09-28,within,315
EXC-1426,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-069,FCL-004,,,Low sell-through for SKU FCL-004 at store S-069: sell-through=4.3% vs target 66%.,2026-09-28,within,315
EXC-1428,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-069,FCL-007,,,Low sell-through for SKU FCL-007 at store S-069: sell-through=21.7% vs target 66%.,2026-09-28,within,315
EXC-1429,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-069,FCL-008,,,Low sell-through for SKU FCL-008 at store S-069: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1430,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-069,FCL-010,,,Low sell-through for SKU FCL-010 at store S-069: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1431,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-058,FCL-002,,,Low sell-through for SKU FCL-002 at store S-058: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1433,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-058,FCL-004,,,Low sell-through for SKU FCL-004 at store S-058: sell-through=26.7% vs target 66%.,2026-09-28,within,315
EXC-1434,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-058,FCL-005,,,Low sell-through for SKU FCL-005 at store S-058: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1435,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-058,FCL-006,,,Low sell-through for SKU FCL-006 at store S-058: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1437,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-058,FCL-008,,,Low sell-through for SKU FCL-008 at store S-058: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1439,low_sell_through,critical,Merchant + Planner,North,Robert Taylor,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-058,FCL-010,,,Low sell-through for SKU FCL-010 at store S-058: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1442,low_sell_through,critical,Merchant + Planner,West,Maria Rodriguez,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-087,FCL-009,,,Low sell-through for SKU FCL-009 at store S-087: sell-through=32.1% vs target 66%.,2026-09-28,within,315
EXC-1443,low_sell_through,critical,Merchant + Planner,East,Sarah Chen,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-086,FCL-002,,,Low sell-through for SKU FCL-002 at store S-086: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1448,low_sell_through,critical,Merchant + Planner,East,Sarah Chen,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-086,FCL-007,,,Low sell-through for SKU FCL-007 at store S-086: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1449,low_sell_through,critical,Merchant + Planner,East,Sarah Chen,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-086,FCL-008,,,Low sell-through for SKU FCL-008 at store S-086: sell-through=10.3% vs target 66%.,2026-09-28,within,315
EXC-1450,low_sell_through,critical,Merchant + Planner,East,Sarah Chen,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-086,FCL-009,,,Low sell-through for SKU FCL-009 at store S-086: sell-through=20.0% vs target 66%.,2026-09-28,within,315
EXC-1455,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-012,FCL-005,,,Low sell-through for SKU FCL-005 at store S-012: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1456,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-012,FCL-006,,,Low sell-through for SKU FCL-006 at store S-012: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1457,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-012,FCL-007,,,Low sell-through for SKU FCL-007 at store S-012: sell-through=23.7% vs target 66%.,2026-09-28,within,315
EXC-1459,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-012,FCL-009,,,Low sell-through for SKU FCL-009 at store S-012: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1460,low_sell_through,critical,Merchant + Planner,West,Emma Wilson,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-012,FCL-010,,,Low sell-through for SKU FCL-010 at store S-012: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1465,low_sell_through,critical,Merchant + Planner,North,Maria Rodriguez,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-066,FCL-009,,,Low sell-through for SKU FCL-009 at store S-066: sell-through=20.0% vs target 66%.,2026-09-28,within,315
EXC-1473,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-002,,,Low sell-through for SKU FCL-002 at store S-100: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1474,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-003,,,Low sell-through for SKU FCL-003 at store S-100: sell-through=17.3% vs target 66%.,2026-09-28,within,315
EXC-1475,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-004,,,Low sell-through for SKU FCL-004 at store S-100: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1476,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-005,,,Low sell-through for SKU FCL-005 at store S-100: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1477,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-006,,,Low sell-through for SKU FCL-006 at store S-100: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1478,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-007,,,Low sell-through for SKU FCL-007 at store S-100: sell-through=0.0% vs target 66%.,2026-09-28,within,315
EXC-1480,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-009,,,Low sell-through for SKU FCL-009 at store S-100: sell-through=20.5% vs target 66%.,2026-09-28,within,315
EXC-1481,low_sell_through,critical,Merchant + Planner,East,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-100,FCL-010,,,Low sell-through for SKU FCL-010 at store S-100: sell-through=19.4% vs target 66%.,2026-09-28,within,315
EXC-1484,low_sell_through,critical,Merchant + Planner,West,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-041,FCL-002,,,Low sell-through for SKU FCL-002 at store S-041: sell-through=32.9% vs target 66%.,2026-09-28,within,315
EXC-1486,low_sell_through,critical,Merchant + Planner,West,Ahmed Hassan,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-041,FCL-007,,,Low sell-through for SKU FCL-007 at store S-041: sell-through=29.5% vs target 66%.,2026-09-28,within,315
EXC-1491,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-082,FCL-003,,,Low sell-through for SKU FCL-003 at store S-082: sell-through=3.2% vs target 66%.,2026-09-28,within,315
EXC-1492,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-082,FCL-004,,,Low sell-through for SKU FCL-004 at store S-082: sell-through=30.0% vs target 66%.,2026-09-28,within,315
EXC-1493,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-082,FCL-006,,,Low sell-through for SKU FCL-006 at store S-082: sell-through=10.8% vs target 66%.,2026-09-28,within,315
EXC-1494,low_sell_through,critical,Merchant + Planner,North,Marcus Lee,0,open,Review pricing and display; consider promo acceleration.,C-2026-FCL,S-082,FCL-007,,,Low sell-through for SKU FCL-007 at store S-082: sell-through=0.0% vs target 66%.,2026-09-28,within,315
