shipment_id,allocation_id,campaign_id,sku,store_id,shipped_quantity,shipped_date,expected_arrival_date,carton_count,dc_id,carrier
SH-166-S-029-PEACH-010,A-166-S-029-PEACH-010,C-2026-PEACH,PEACH-010,S-029,93,2026-06-22,2026-06-26,3,DC-03,FastFreight Co
SH-167-S-029-PEACH-011,A-167-S-029-PEACH-011,C-2026-PEACH,PEACH-011,S-029,84,2026-06-26,2026-06-29,3,DC-01,Reliable Transport
SH-168-S-029-PEACH-012,A-168-S-029-PEACH-012,C-2026-PEACH,PEACH-012,S-029,89,2026-06-24,2026-06-26,3,DC-02,QuickShip Logistics
SH-169-S-099-PEACH-001,A-169-S-099-PEACH-001,C-2026-PEACH,PEACH-001,S-099,185,2026-06-26,2026-06-29,7,DC-01,QuickShip Logistics
SH-170-S-099-PEACH-002,A-170-S-099-PEACH-002,C-2026-PEACH,PEACH-002,S-099,52,2026-06-26,2026-06-28,2,DC-03,FastFreight Co
SH-171-S-099-PEACH-003,A-171-S-099-PEACH-003,C-2026-PEACH,PEACH-003,S-099,53,2026-06-25,2026-06-28,2,DC-02,QuickShip Logistics
SH-172-S-099-PEACH-004,A-172-S-099-PEACH-004,C-2026-PEACH,PEACH-004,S-099,67,2026-06-23,2026-06-27,2,DC-03,Reliable Transport
SH-173-S-099-PEACH-005,A-173-S-099-PEACH-005,C-2026-PEACH,PEACH-005,S-099,77,2026-06-26,2026-06-29,3,DC-03,Reliable Transport
SH-174-S-099-PEACH-006,A-174-S-099-PEACH-006,C-2026-PEACH,PEACH-006,S-099,65,2026-06-26,2026-06-28,2,DC-02,Reliable Transport
SH-175-S-099-PEACH-007,A-175-S-099-PEACH-007,C-2026-PEACH,PEACH-007,S-099,77,2026-06-24,2026-06-26,3,DC-02,FastFreight Co
SH-176-S-099-PEACH-008,A-176-S-099-PEACH-008,C-2026-PEACH,PEACH-008,S-099,54,2026-06-23,2026-06-26,2,DC-02,QuickShip Logistics
SH-177-S-099-PEACH-009,A-177-S-099-PEACH-009,C-2026-PEACH,PEACH-009,S-099,57,2026-06-23,2026-06-26,2,DC-03,FastFreight Co
SH-178-S-099-PEACH-010,A-178-S-099-PEACH-010,C-2026-PEACH,PEACH-010,S-099,73,2026-06-25,2026-06-27,3,DC-01,QuickShip Logistics
SH-179-S-099-PEACH-011,A-179-S-099-PEACH-011,C-2026-PEACH,PEACH-011,S-099,46,2026-06-24,2026-06-26,1,DC-03,Reliable Transport
SH-180-S-099-PEACH-012,A-180-S-099-PEACH-012,C-2026-PEACH,PEACH-012,S-099,59,2026-06-24,2026-06-27,2,DC-01,QuickShip Logistics
SH-181-S-045-PEACH-001,A-181-S-045-PEACH-001,C-2026-PEACH,PEACH-001,S-045,176,2026-06-23,2026-06-27,7,DC-02,FastFreight Co
SH-182-S-045-PEACH-002,A-182-S-045-PEACH-002,C-2026-PEACH,PEACH-002,S-045,47,2026-06-23,2026-06-26,1,DC-02,QuickShip Logistics
SH-183-S-045-PEACH-003,A-183-S-045-PEACH-003,C-2026-PEACH,PEACH-003,S-045,41,2026-06-25,2026-06-27,1,DC-03,QuickShip Logistics
SH-184-S-045-PEACH-004,A-184-S-045-PEACH-004,C-2026-PEACH,PEACH-004,S-045,35,2026-06-24,2026-06-27,1,DC-03,QuickShip Logistics
SH-185-S-045-PEACH-005,A-185-S-045-PEACH-005,C-2026-PEACH,PEACH-005,S-045,67,2026-06-25,2026-06-28,2,DC-03,QuickShip Logistics
SH-186-S-045-PEACH-006,A-186-S-045-PEACH-006,C-2026-PEACH,PEACH-006,S-045,44,2026-06-24,2026-06-28,1,DC-01,FastFreight Co
SH-187-S-045-PEACH-007,A-187-S-045-PEACH-007,C-2026-PEACH,PEACH-007,S-045,39,2026-06-26,2026-06-28,1,DC-01,QuickShip Logistics
SH-188-S-045-PEACH-008,A-188-S-045-PEACH-008,C-2026-PEACH,PEACH-008,S-045,83,2026-06-26,2026-06-29,3,DC-01,FastFreight Co
SH-189-S-045-PEACH-009,A-189-S-045-PEACH-009,C-2026-PEACH,PEACH-009,S-045,68,2026-06-25,2026-06-28,2,DC-03,QuickShip Logistics
SH-190-S-045-PEACH-010,A-190-S-045-PEACH-010,C-2026-PEACH,PEACH-010,S-045,89,2026-06-23,2026-06-26,3,DC-03,QuickShip Logistics
SH-191-S-045-PEACH-011,A-191-S-045-PEACH-011,C-2026-PEACH,PEACH-011,S-045,59,2026-06-22,2026-06-26,2,DC-01,QuickShip Logistics
SH-192-S-045-PEACH-012,A-192-S-045-PEACH-012,C-2026-PEACH,PEACH-012,S-045,75,2026-06-25,2026-06-28,3,DC-03,Reliable Transport
SH-193-S-004-PEACH-001,A-193-S-004-PEACH-001,C-2026-PEACH,PEACH-001,S-004,198,2026-06-24,2026-06-27,8,DC-01,FastFreight Co
SH-194-S-004-PEACH-002,A-194-S-004-PEACH-002,C-2026-PEACH,PEACH-002,S-004,89,2026-06-26,2026-06-28,3,DC-01,FastFreight Co
SH-195-S-004-PEACH-003,A-195-S-004-PEACH-003,C-2026-PEACH,PEACH-003,S-004,59,2026-06-25,2026-06-27,2,DC-03,FastFreight Co
SH-196-S-004-PEACH-004,A-196-S-004-PEACH-004,C-2026-PEACH,PEACH-004,S-004,65,2026-06-25,2026-06-28,2,DC-02,Reliable Transport
SH-197-S-004-PEACH-005,A-197-S-004-PEACH-005,C-2026-PEACH,PEACH-005,S-004,66,2026-06-25,2026-06-28,2,DC-02,QuickShip Logistics
SH-198-S-004-PEACH-006,A-198-S-004-PEACH-006,C-2026-PEACH,PEACH-006,S-004,40,2026-06-24,2026-06-26,1,DC-02,FastFreight Co
SH-199-S-004-PEACH-007,A-199-S-004-PEACH-007,C-2026-PEACH,PEACH-007,S-004,52,2026-06-23,2026-06-27,2,DC-03,FastFreight Co
SH-200-S-004-PEACH-008,A-200-S-004-PEACH-008,C-2026-PEACH,PEACH-008,S-004,40,2026-06-24,2026-06-26,1,DC-02,Reliable Transport
SH-201-S-004-PEACH-009,A-201-S-004-PEACH-009,C-2026-PEACH,PEACH-009,S-004,67,2026-06-23,2026-06-26,2,DC-01,QuickShip Logistics
SH-202-S-004-PEACH-010,A-202-S-004-PEACH-010,C-2026-PEACH,PEACH-010,S-004,87,2026-06-27,2026-06-29,3,DC-03,Reliable Transport
SH-203-S-004-PEACH-011,A-203-S-004-PEACH-011,C-2026-PEACH,PEACH-011,S-004,58,2026-06-26,2026-06-28,2,DC-01,Reliable Transport
SH-204-S-004-PEACH-012,A-204-S-004-PEACH-012,C-2026-PEACH,PEACH-012,S-004,77,2026-06-24,2026-06-26,3,DC-01,FastFreight Co
SH-205-S-054-PEACH-001,A-205-S-054-PEACH-001,C-2026-PEACH,PEACH-001,S-054,179,2026-06-27,2026-06-29,7,DC-02,FastFreight Co
SH-206-S-054-PEACH-002,A-206-S-054-PEACH-002,C-2026-PEACH,PEACH-002,S-054,86,2026-06-25,2026-06-28,3,DC-01,Reliable Transport
SH-207-S-054-PEACH-003,A-207-S-054-PEACH-003,C-2026-PEACH,PEACH-003,S-054,75,2026-06-26,2026-06-28,3,DC-02,QuickShip Logistics
SH-208-S-054-PEACH-004,A-208-S-054-PEACH-004,C-2026-PEACH,PEACH-004,S-054,54,2026-06-22,2026-06-26,2,DC-03,FastFreight Co
SH-209-S-054-PEACH-005,A-209-S-054-PEACH-005,C-2026-PEACH,PEACH-005,S-054,90,2026-06-25,2026-06-28,3,DC-02,FastFreight Co
SH-210-S-054-PEACH-006,A-210-S-054-PEACH-006,C-2026-PEACH,PEACH-006,S-054,49,2026-06-22,2026-06-26,2,DC-01,QuickShip Logistics
SH-211-S-054-PEACH-007,A-211-S-054-PEACH-007,C-2026-PEACH,PEACH-007,S-054,75,2026-06-23,2026-06-26,3,DC-02,QuickShip Logistics
SH-212-S-054-PEACH-008,A-212-S-054-PEACH-008,C-2026-PEACH,PEACH-008,S-054,82,2026-06-27,2026-06-29,3,DC-02,FastFreight Co
SH-213-S-054-PEACH-009,A-213-S-054-PEACH-009,C-2026-PEACH,PEACH-009,S-054,74,2026-06-26,2026-06-28,3,DC-01,Reliable Transport
SH-214-S-054-PEACH-010,A-214-S-054-PEACH-010,C-2026-PEACH,PEACH-010,S-054,72,2026-06-26,2026-06-28,3,DC-02,QuickShip Logistics
SH-215-S-054-PEACH-011,A-215-S-054-PEACH-011,C-2026-PEACH,PEACH-011,S-054,49,2026-06-22,2026-06-26,2,DC-01,QuickShip Logistics
SH-216-S-054-PEACH-012,A-216-S-054-PEACH-012,C-2026-PEACH,PEACH-012,S-054,60,2026-06-23,2026-06-26,2,DC-02,QuickShip Logistics
SH-217-S-007-PEACH-001,A-217-S-007-PEACH-001,C-2026-PEACH,PEACH-001,S-007,183,2026-06-24,2026-06-26,7,DC-03,FastFreight Co
SH-218-S-007-PEACH-002,A-218-S-007-PEACH-002,C-2026-PEACH,PEACH-002,S-007,84,2026-06-27,2026-06-29,3,DC-02,QuickShip Logistics
SH-219-S-007-PEACH-003,A-219-S-007-PEACH-003,C-2026-PEACH,PEACH-003,S-007,50,2026-06-23,2026-06-26,2,DC-03,Reliable Transport
SH-220-S-007-PEACH-004,A-220-S-007-PEACH-004,C-2026-PEACH,PEACH-004,S-007,75,2026-06-24,2026-06-27,3,DC-01,Reliable Transport
SH-221-S-007-PEACH-005,A-221-S-007-PEACH-005,C-2026-PEACH,PEACH-005,S-007,56,2026-06-23,2026-06-27,2,DC-02,FastFreight Co
SH-222-S-007-PEACH-006,A-222-S-007-PEACH-006,C-2026-PEACH,PEACH-006,S-007,83,2026-06-25,2026-06-27,3,DC-03,Reliable Transport
SH-223-S-007-PEACH-007,A-223-S-007-PEACH-007,C-2026-PEACH,PEACH-007,S-007,57,2026-06-27,2026-06-29,2,DC-03,Reliable Transport
SH-224-S-007-PEACH-008,A-224-S-007-PEACH-008,C-2026-PEACH,PEACH-008,S-007,82,2026-06-26,2026-06-28,3,DC-03,QuickShip Logistics
SH-225-S-007-PEACH-009,A-225-S-007-PEACH-009,C-2026-PEACH,PEACH-009,S-007,75,2026-06-24,2026-06-26,3,DC-03,Reliable Transport
SH-226-S-007-PEACH-010,A-226-S-007-PEACH-010,C-2026-PEACH,PEACH-010,S-007,77,2026-06-24,2026-06-28,3,DC-02,FastFreight Co
SH-227-S-007-PEACH-011,A-227-S-007-PEACH-011,C-2026-PEACH,PEACH-011,S-007,48,2026-06-25,2026-06-27,2,DC-01,FastFreight Co
SH-228-S-007-PEACH-012,A-228-S-007-PEACH-012,C-2026-PEACH,PEACH-012,S-007,90,2026-06-25,2026-06-29,3,DC-03,QuickShip Logistics
SH-229-S-051-PEACH-001,A-229-S-051-PEACH-001,C-2026-PEACH,PEACH-001,S-051,217,2026-06-22,2026-06-26,9,DC-02,QuickShip Logistics
SH-230-S-051-PEACH-002,A-230-S-051-PEACH-002,C-2026-PEACH,PEACH-002,S-051,86,2026-06-22,2026-06-26,3,DC-01,QuickShip Logistics
SH-231-S-051-PEACH-003,A-231-S-051-PEACH-003,C-2026-PEACH,PEACH-003,S-051,79,2026-06-25,2026-06-28,3,DC-03,Reliable Transport
SH-232-S-051-PEACH-004,A-232-S-051-PEACH-004,C-2026-PEACH,PEACH-004,S-051,56,2026-06-26,2026-06-28,2,DC-03,QuickShip Logistics
SH-233-S-051-PEACH-005,A-233-S-051-PEACH-005,C-2026-PEACH,PEACH-005,S-051,45,2026-06-27,2026-06-29,1,DC-02,FastFreight Co
SH-234-S-051-PEACH-006,A-234-S-051-PEACH-006,C-2026-PEACH,PEACH-006,S-051,87,2026-06-27,2026-06-29,3,DC-03,FastFreight Co
SH-235-S-051-PEACH-007,A-235-S-051-PEACH-007,C-2026-PEACH,PEACH-007,S-051,64,2026-06-26,2026-06-29,2,DC-02,Reliable Transport
SH-236-S-051-PEACH-008,A-236-S-051-PEACH-008,C-2026-PEACH,PEACH-008,S-051,39,2026-06-22,2026-06-26,1,DC-01,FastFreight Co
SH-237-S-051-PEACH-009,A-237-S-051-PEACH-009,C-2026-PEACH,PEACH-009,S-051,43,2026-06-24,2026-06-28,1,DC-02,Reliable Transport
SH-238-S-051-PEACH-010,A-238-S-051-PEACH-010,C-2026-PEACH,PEACH-010,S-051,76,2026-06-23,2026-06-26,3,DC-03,QuickShip Logistics
SH-239-S-051-PEACH-011,A-239-S-051-PEACH-011,C-2026-PEACH,PEACH-011,S-051,83,2026-06-26,2026-06-28,3,DC-01,Reliable Transport
SH-240-S-051-PEACH-012,A-240-S-051-PEACH-012,C-2026-PEACH,PEACH-012,S-051,70,2026-06-24,2026-06-28,2,DC-01,Reliable Transport
SH-241-S-065-PEACH-001,A-241-S-065-PEACH-001,C-2026-PEACH,PEACH-001,S-065,186,2026-06-25,2026-06-29,7,DC-03,Reliable Transport
SH-242-S-065-PEACH-002,A-242-S-065-PEACH-002,C-2026-PEACH,PEACH-002,S-065,29,2026-06-26,2026-06-28,1,DC-02,Reliable Transport
SH-243-S-065-PEACH-003,A-243-S-065-PEACH-003,C-2026-PEACH,PEACH-003,S-065,54,2026-06-25,2026-06-27,2,DC-01,FastFreight Co
SH-244-S-065-PEACH-004,A-244-S-065-PEACH-004,C-2026-PEACH,PEACH-004,S-065,45,2026-06-25,2026-06-27,1,DC-02,FastFreight Co
SH-245-S-065-PEACH-005,A-245-S-065-PEACH-005,C-2026-PEACH,PEACH-005,S-065,52,2026-06-26,2026-06-29,2,DC-01,QuickShip Logistics
SH-246-S-065-PEACH-006,A-246-S-065-PEACH-006,C-2026-PEACH,PEACH-006,S-065,37,2026-06-24,2026-06-26,1,DC-03,FastFreight Co
SH-247-S-065-PEACH-007,A-247-S-065-PEACH-007,C-2026-PEACH,PEACH-007,S-065,19,2026-06-24,2026-06-26,1,DC-03,FastFreight Co
SH-248-S-065-PEACH-008,A-248-S-065-PEACH-008,C-2026-PEACH,PEACH-008,S-065,43,2026-06-23,2026-06-26,1,DC-03,Reliable Transport
SH-249-S-065-PEACH-009,A-249-S-065-PEACH-009,C-2026-PEACH,PEACH-009,S-065,45,2026-06-24,2026-06-27,1,DC-01,Reliable Transport
SH-250-S-065-PEACH-010,A-250-S-065-PEACH-010,C-2026-PEACH,PEACH-010,S-065,50,2026-06-25,2026-06-28,2,DC-03,FastFreight Co
SH-251-S-065-PEACH-011,A-251-S-065-PEACH-011,C-2026-PEACH,PEACH-011,S-065,53,2026-06-25,2026-06-29,2,DC-02,QuickShip Logistics
SH-252-S-065-PEACH-012,A-252-S-065-PEACH-012,C-2026-PEACH,PEACH-012,S-065,24,2026-06-22,2026-06-26,1,DC-01,QuickShip Logistics
SH-253-S-048-PEACH-001,A-253-S-048-PEACH-001,C-2026-PEACH,PEACH-001,S-048,199,2026-06-25,2026-06-28,8,DC-01,QuickShip Logistics
SH-254-S-048-PEACH-002,A-254-S-048-PEACH-002,C-2026-PEACH,PEACH-002,S-048,98,2026-06-23,2026-06-27,4,DC-03,Reliable Transport
SH-255-S-048-PEACH-003,A-255-S-048-PEACH-003,C-2026-PEACH,PEACH-003,S-048,56,2026-06-24,2026-06-28,2,DC-03,QuickShip Logistics
SH-256-S-048-PEACH-004,A-256-S-048-PEACH-004,C-2026-PEACH,PEACH-004,S-048,87,2026-06-25,2026-06-28,3,DC-03,Reliable Transport
SH-257-S-048-PEACH-005,A-257-S-048-PEACH-005,C-2026-PEACH,PEACH-005,S-048,38,2026-06-26,2026-06-28,1,DC-02,FastFreight Co
SH-258-S-048-PEACH-006,A-258-S-048-PEACH-006,C-2026-PEACH,PEACH-006,S-048,67,2026-06-24,2026-06-26,2,DC-03,Reliable Transport
SH-259-S-048-PEACH-007,A-259-S-048-PEACH-007,C-2026-PEACH,PEACH-007,S-048,92,2026-06-23,2026-06-26,3,DC-01,QuickShip Logistics
SH-260-S-048-PEACH-008,A-260-S-048-PEACH-008,C-2026-PEACH,PEACH-008,S-048,58,2026-06-25,2026-06-29,2,DC-02,QuickShip Logistics
SH-261-S-048-PEACH-009,A-261-S-048-PEACH-009,C-2026-PEACH,PEACH-009,S-048,56,2026-06-24,2026-06-27,2,DC-01,QuickShip Logistics
SH-262-S-048-PEACH-010,A-262-S-048-PEACH-010,C-2026-PEACH,PEACH-010,S-048,74,2026-06-26,2026-06-28,3,DC-01,FastFreight Co
SH-263-S-048-PEACH-011,A-263-S-048-PEACH-011,C-2026-PEACH,PEACH-011,S-048,47,2026-06-22,2026-06-26,1,DC-01,Reliable Transport
SH-264-S-048-PEACH-012,A-264-S-048-PEACH-012,C-2026-PEACH,PEACH-012,S-048,44,2026-06-23,2026-06-26,1,DC-01,FastFreight Co
SH-265-S-031-PEACH-001,A-265-S-031-PEACH-001,C-2026-PEACH,PEACH-001,S-031,176,2026-06-25,2026-06-29,7,DC-03,FastFreight Co
SH-266-S-031-PEACH-002,A-266-S-031-PEACH-002,C-2026-PEACH,PEACH-002,S-031,56,2026-06-25,2026-06-27,2,DC-02,FastFreight Co
SH-267-S-031-PEACH-003,A-267-S-031-PEACH-003,C-2026-PEACH,PEACH-003,S-031,51,2026-06-23,2026-06-27,2,DC-02,FastFreight Co
SH-268-S-031-PEACH-004,A-268-S-031-PEACH-004,C-2026-PEACH,PEACH-004,S-031,75,2026-06-25,2026-06-27,3,DC-03,FastFreight Co
SH-269-S-031-PEACH-005,A-269-S-031-PEACH-005,C-2026-PEACH,PEACH-005,S-031,78,2026-06-24,2026-06-27,3,DC-02,FastFreight Co
SH-270-S-031-PEACH-006,A-270-S-031-PEACH-006,C-2026-PEACH,PEACH-006,S-031,51,2026-06-27,2026-06-29,2,DC-03,FastFreight Co
SH-271-S-031-PEACH-007,A-271-S-031-PEACH-007,C-2026-PEACH,PEACH-007,S-031,42,2026-06-26,2026-06-28,1,DC-02,FastFreight Co
SH-272-S-031-PEACH-008,A-272-S-031-PEACH-008,C-2026-PEACH,PEACH-008,S-031,39,2026-06-23,2026-06-27,1,DC-01,FastFreight Co
SH-273-S-031-PEACH-009,A-273-S-031-PEACH-009,C-2026-PEACH,PEACH-009,S-031,92,2026-06-24,2026-06-26,3,DC-03,Reliable Transport
SH-274-S-031-PEACH-010,A-274-S-031-PEACH-010,C-2026-PEACH,PEACH-010,S-031,87,2026-06-25,2026-06-29,3,DC-01,FastFreight Co
SH-275-S-031-PEACH-011,A-275-S-031-PEACH-011,C-2026-PEACH,PEACH-011,S-031,47,2026-06-25,2026-06-29,1,DC-02,FastFreight Co
SH-276-S-031-PEACH-012,A-276-S-031-PEACH-012,C-2026-PEACH,PEACH-012,S-031,73,2026-06-23,2026-06-26,3,DC-01,FastFreight Co
SH-277-S-050-PEACH-001,A-277-S-050-PEACH-001,C-2026-PEACH,PEACH-001,S-050,195,2026-06-24,2026-06-28,8,DC-02,Reliable Transport
SH-278-S-050-PEACH-002,A-278-S-050-PEACH-002,C-2026-PEACH,PEACH-002,S-050,92,2026-06-26,2026-06-28,3,DC-01,FastFreight Co
SH-279-S-050-PEACH-003,A-279-S-050-PEACH-003,C-2026-PEACH,PEACH-003,S-050,61,2026-06-27,2026-06-29,2,DC-03,QuickShip Logistics
SH-280-S-050-PEACH-004,A-280-S-050-PEACH-004,C-2026-PEACH,PEACH-004,S-050,84,2026-06-26,2026-06-28,3,DC-01,FastFreight Co
SH-281-S-050-PEACH-005,A-281-S-050-PEACH-005,C-2026-PEACH,PEACH-005,S-050,43,2026-06-24,2026-06-26,1,DC-02,Reliable Transport
SH-282-S-050-PEACH-006,A-282-S-050-PEACH-006,C-2026-PEACH,PEACH-006,S-050,79,2026-06-24,2026-06-28,3,DC-02,Reliable Transport
SH-283-S-050-PEACH-007,A-283-S-050-PEACH-007,C-2026-PEACH,PEACH-007,S-050,49,2026-06-24,2026-06-26,2,DC-02,FastFreight Co
SH-284-S-050-PEACH-008,A-284-S-050-PEACH-008,C-2026-PEACH,PEACH-008,S-050,47,2026-06-25,2026-06-27,1,DC-01,QuickShip Logistics
SH-285-S-050-PEACH-009,A-285-S-050-PEACH-009,C-2026-PEACH,PEACH-009,S-050,37,2026-06-23,2026-06-27,1,DC-02,FastFreight Co
SH-286-S-050-PEACH-010,A-286-S-050-PEACH-010,C-2026-PEACH,PEACH-010,S-050,51,2026-06-27,2026-06-29,2,DC-01,Reliable Transport
SH-287-S-050-PEACH-011,A-287-S-050-PEACH-011,C-2026-PEACH,PEACH-011,S-050,84,2026-06-25,2026-06-28,3,DC-03,QuickShip Logistics
SH-288-S-050-PEACH-012,A-288-S-050-PEACH-012,C-2026-PEACH,PEACH-012,S-050,92,2026-06-25,2026-06-29,3,DC-02,FastFreight Co
SH-289-S-095-PEACH-001,A-289-S-095-PEACH-001,C-2026-PEACH,PEACH-001,S-095,177,2026-06-24,2026-06-28,7,DC-02,Reliable Transport
SH-290-S-095-PEACH-002,A-290-S-095-PEACH-002,C-2026-PEACH,PEACH-002,S-095,47,2026-06-25,2026-06-28,1,DC-01,QuickShip Logistics
SH-291-S-095-PEACH-003,A-291-S-095-PEACH-003,C-2026-PEACH,PEACH-003,S-095,97,2026-06-22,2026-06-26,4,DC-02,QuickShip Logistics
SH-292-S-095-PEACH-004,A-292-S-095-PEACH-004,C-2026-PEACH,PEACH-004,S-095,84,2026-06-23,2026-06-27,3,DC-01,FastFreight Co
SH-293-S-095-PEACH-005,A-293-S-095-PEACH-005,C-2026-PEACH,PEACH-005,S-095,46,2026-06-27,2026-06-29,1,DC-03,FastFreight Co
SH-294-S-095-PEACH-006,A-294-S-095-PEACH-006,C-2026-PEACH,PEACH-006,S-095,40,2026-06-23,2026-06-26,1,DC-02,Reliable Transport
SH-295-S-095-PEACH-007,A-295-S-095-PEACH-007,C-2026-PEACH,PEACH-007,S-095,73,2026-06-23,2026-06-26,3,DC-01,FastFreight Co
SH-296-S-095-PEACH-008,A-296-S-095-PEACH-008,C-2026-PEACH,PEACH-008,S-095,85,2026-06-23,2026-06-27,3,DC-02,FastFreight Co
SH-297-S-095-PEACH-009,A-297-S-095-PEACH-009,C-2026-PEACH,PEACH-009,S-095,68,2026-06-24,2026-06-26,2,DC-01,QuickShip Logistics
SH-298-S-095-PEACH-010,A-298-S-095-PEACH-010,C-2026-PEACH,PEACH-010,S-095,68,2026-06-25,2026-06-28,2,DC-02,QuickShip Logistics
SH-299-S-095-PEACH-011,A-299-S-095-PEACH-011,C-2026-PEACH,PEACH-011,S-095,71,2026-06-24,2026-06-27,2,DC-03,Reliable Transport
SH-300-S-095-PEACH-012,A-300-S-095-PEACH-012,C-2026-PEACH,PEACH-012,S-095,36,2026-06-22,2026-06-26,1,DC-01,QuickShip Logistics
SH-301-S-079-PEACH-001,A-301-S-079-PEACH-001,C-2026-PEACH,PEACH-001,S-079,204,2026-06-25,2026-06-28,8,DC-03,Reliable Transport
SH-302-S-079-PEACH-002,A-302-S-079-PEACH-002,C-2026-PEACH,PEACH-002,S-079,46,2026-06-23,2026-06-27,1,DC-01,QuickShip Logistics
SH-303-S-079-PEACH-003,A-303-S-079-PEACH-003,C-2026-PEACH,PEACH-003,S-079,64,2026-06-22,2026-06-26,2,DC-02,Reliable Transport
SH-304-S-079-PEACH-004,A-304-S-079-PEACH-004,C-2026-PEACH,PEACH-004,S-079,82,2026-06-25,2026-06-29,3,DC-03,FastFreight Co
SH-305-S-079-PEACH-005,A-305-S-079-PEACH-005,C-2026-PEACH,PEACH-005,S-079,62,2026-06-27,2026-06-29,2,DC-02,FastFreight Co
SH-306-S-079-PEACH-006,A-306-S-079-PEACH-006,C-2026-PEACH,PEACH-006,S-079,43,2026-06-26,2026-06-28,1,DC-02,Reliable Transport
SH-307-S-079-PEACH-007,A-307-S-079-PEACH-007,C-2026-PEACH,PEACH-007,S-079,60,2026-06-25,2026-06-27,2,DC-01,FastFreight Co
SH-308-S-079-PEACH-008,A-308-S-079-PEACH-008,C-2026-PEACH,PEACH-008,S-079,98,2026-06-25,2026-06-28,4,DC-01,QuickShip Logistics
SH-309-S-079-PEACH-009,A-309-S-079-PEACH-009,C-2026-PEACH,PEACH-009,S-079,46,2026-06-22,2026-06-26,1,DC-02,FastFreight Co
SH-310-S-079-PEACH-010,A-310-S-079-PEACH-010,C-2026-PEACH,PEACH-010,S-079,56,2026-06-26,2026-06-28,2,DC-01,Reliable Transport
SH-311-S-079-PEACH-011,A-311-S-079-PEACH-011,C-2026-PEACH,PEACH-011,S-079,42,2026-06-25,2026-06-29,1,DC-03,FastFreight Co
SH-312-S-079-PEACH-012,A-312-S-079-PEACH-012,C-2026-PEACH,PEACH-012,S-079,77,2026-06-27,2026-06-29,3,DC-03,QuickShip Logistics
SH-313-S-087-PEACH-001,A-313-S-087-PEACH-001,C-2026-PEACH,PEACH-001,S-087,203,2026-06-24,2026-06-28,8,DC-01,Reliable Transport
SH-314-S-087-PEACH-002,A-314-S-087-PEACH-002,C-2026-PEACH,PEACH-002,S-087,78,2026-06-24,2026-06-27,3,DC-03,FastFreight Co
SH-315-S-087-PEACH-003,A-315-S-087-PEACH-003,C-2026-PEACH,PEACH-003,S-087,57,2026-06-23,2026-06-26,2,DC-01,FastFreight Co
SH-316-S-087-PEACH-004,A-316-S-087-PEACH-004,C-2026-PEACH,PEACH-004,S-087,41,2026-06-26,2026-06-28,1,DC-03,QuickShip Logistics
SH-317-S-087-PEACH-005,A-317-S-087-PEACH-005,C-2026-PEACH,PEACH-005,S-087,48,2026-06-26,2026-06-28,2,DC-02,Reliable Transport
SH-318-S-087-PEACH-006,A-318-S-087-PEACH-006,C-2026-PEACH,PEACH-006,S-087,71,2026-06-25,2026-06-29,2,DC-03,QuickShip Logistics
SH-319-S-087-PEACH-007,A-319-S-087-PEACH-007,C-2026-PEACH,PEACH-007,S-087,41,2026-06-25,2026-06-29,1,DC-02,QuickShip Logistics
SH-320-S-087-PEACH-008,A-320-S-087-PEACH-008,C-2026-PEACH,PEACH-008,S-087,66,2026-06-24,2026-06-28,2,DC-01,QuickShip Logistics
SH-321-S-087-PEACH-009,A-321-S-087-PEACH-009,C-2026-PEACH,PEACH-009,S-087,89,2026-06-24,2026-06-26,3,DC-03,FastFreight Co
SH-322-S-087-PEACH-010,A-322-S-087-PEACH-010,C-2026-PEACH,PEACH-010,S-087,61,2026-06-24,2026-06-26,2,DC-03,FastFreight Co
SH-323-S-087-PEACH-011,A-323-S-087-PEACH-011,C-2026-PEACH,PEACH-011,S-087,46,2026-06-25,2026-06-28,1,DC-03,QuickShip Logistics
SH-324-S-087-PEACH-012,A-324-S-087-PEACH-012,C-2026-PEACH,PEACH-012,S-087,39,2026-06-25,2026-06-28,1,DC-03,Reliable Transport
SH-325-S-084-PEACH-001,A-325-S-084-PEACH-001,C-2026-PEACH,PEACH-001,S-084,201,2026-06-24,2026-06-26,8,DC-02,FastFreight Co
SH-326-S-084-PEACH-002,A-326-S-084-PEACH-002,C-2026-PEACH,PEACH-002,S-084,60,2026-06-26,2026-06-28,2,DC-03,QuickShip Logistics
SH-327-S-084-PEACH-003,A-327-S-084-PEACH-003,C-2026-PEACH,PEACH-003,S-084,90,2026-06-27,2026-06-29,3,DC-03,FastFreight Co
SH-328-S-084-PEACH-004,A-328-S-084-PEACH-004,C-2026-PEACH,PEACH-004,S-084,83,2026-06-24,2026-06-26,3,DC-01,QuickShip Logistics
SH-329-S-084-PEACH-005,A-329-S-084-PEACH-005,C-2026-PEACH,PEACH-005,S-084,46,2026-06-25,2026-06-29,1,DC-03,Reliable Transport
SH-330-S-084-PEACH-006,A-330-S-084-PEACH-006,C-2026-PEACH,PEACH-006,S-084,89,2026-06-23,2026-06-27,3,DC-02,QuickShip Logistics
SH-331-S-084-PEACH-007,A-331-S-084-PEACH-007,C-2026-PEACH,PEACH-007,S-084,81,2026-06-24,2026-06-28,3,DC-02,QuickShip Logistics
